year,link,name
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Phyllis Dalton - ""Oliver!"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Morton Haack - ""Planet of the Apes"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Donald Brooks - ""Star!"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Gillo Pontecorvo - ""The Battle of Algiers"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Anthony Harvey - ""The Lion in Winter"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Franco Zeffirelli - ""Romeo and Juliet"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Stanley Kubrick - ""2001: A Space Odyssey"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"James Blue, Producer - ""A Few Notes on Our Food Problem"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"William Cayton, Producer - ""The Legendary Champions"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"David H. Sawyer, Producer - ""Other Voices"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Robert Cohn and Alex Grasshoff, Producers - ""Young Americans"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Fali Bilimoria, Producer - ""The House That Ananda Built"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Lee R. Bobker, Producer - ""The Revolving Door"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Thomas P. Kelly, Jr., Producer - ""A Space to Grow"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Dan E. Weisburd, Producer - ""A Way Out of the Wilderness"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Robert Swink, Maury Winetrobe, William Sands - ""Funny Girl"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Frank Bracht - ""The Odd Couple"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Ralph Kemplen - ""Oliver!"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Fred Feitshans, Eve Newman - ""Wild in the Streets"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Hungary - ""The Boys of Paul Street"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Czechoslovakia - ""The Firemen's Ball"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Italy - ""The Girl with the Pistol"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"France - ""Stolen Kisses"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Lalo Schifrin - ""The Fox"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Jerry Goldsmith - ""Planet of the Apes"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Alex North - ""The Shoes of the Fisherman"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Michel Legrand - ""The Thomas Crown Affair"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Adaptation score by Ray Heindorf - ""Finian's Rainbow"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Adaptation score by Walter Scharf - ""Funny Girl"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Adaptation score by Lennie Hayton - ""Star!"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Music and adaptation score by Michel Legrand; lyrics by Jacques Demy - ""The Young Girls of Rochefort"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Music and Lyrics by Richard M. Sherman and Robert B. Sherman - ""Chitty Chitty Bang Bang"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Music by Quincy Jones; Lyrics by Bob Russell - ""For Love of Ivy"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Music by Jule Styne; Lyrics by Bob Merrill - ""Funny Girl"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Music by Jimmy Van Heusen; Lyrics by Sammy Cahn - ""Star!"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Ray Stark, Producer - ""Funny Girl"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Martin Poll, Producer - ""The Lion in Winter"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Paul Newman, Producer - ""Rachel, Rachel"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Anthony Havelock-Allan and John Brabourne, Producers - ""Romeo and Juliet"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Wolf Koenig and Jim MacKay, Producers - ""The House That Jack Built"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Jimmy Murakami, Producer - ""The Magic Pear Tree"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"John Hubley and Faith Hubley, Producers - ""Windy Day"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"George Coe, Sidney Davis and Anthony Lover, Producers - ""The Dove"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"National Film Board of Canada - ""Duo"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"John Astin, Producer - ""Prelude"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Warner Bros.-Seven Arts Studio Sound Department - ""Bullitt"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Warner Bros.-Seven Arts Studio Sound Department - ""Finian's Rainbow"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Columbia Studio Sound Department - ""Funny Girl"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"20th Century-Fox Studio Sound Department - ""Star!"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Hal Millar, J. McMillan Johnson - ""Ice Station Zebra"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Neil Simon - ""The Odd Couple"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Vernon Harris - ""Oliver!"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Stewart Stern - ""Rachel, Rachel"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Roman Polanski - ""Rosemary's Baby"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Franco Solinas, Gillo Pontecorvo - ""The Battle of Algiers"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"John Cassavetes - ""Faces"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Ira Wallach, Peter Ustinov - ""Hot Millions"""
Oscar Awards 1969,output/pages/b8ad7c2b-fcdd-4f98-948a-7b90a5ac01cd.html,"Stanley Kubrick, Arthur C. Clarke - ""2001: A Space Odyssey"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Warren Beatty - ""Bonnie and Clyde"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Dustin Hoffman - ""The Graduate"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Paul Newman - ""Cool Hand Luke"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Spencer Tracy - ""Guess Who's Coming to Dinner"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"John Cassavetes - ""The Dirty Dozen"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Gene Hackman - ""Bonnie and Clyde"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Cecil Kellaway - ""Guess Who's Coming to Dinner"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Michael J. Pollard - ""Bonnie and Clyde"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Anne Bancroft - ""The Graduate"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Faye Dunaway - ""Bonnie and Clyde"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Dame Edith Evans - ""The Whisperers"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Audrey Hepburn - ""Wait until Dark"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Carol Channing - ""Thoroughly Modern Millie"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Mildred Natwick - ""Barefoot in the Park"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Beah Richards - ""Guess Who's Coming to Dinner"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Katharine Ross - ""The Graduate"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Art Direction:  Mario Chiari, Jack Martin Smith, Ed Graves;  Set Decoration:  Walter M. Scott, Stuart A. Reiss - ""Doctor Dolittle"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Art Direction:  Robert Clatworthy;  Set Decoration:  Frank Tuttle - ""Guess Who's Coming to Dinner"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Art Direction:  Renzo Mongiardino, John DeCuir, Elven Webb, Giuseppe Mariani;  Set Decoration:  Dario Simoni, Luigi Gervasi - ""The Taming of the Shrew"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  Howard Bristol - ""Thoroughly Modern Millie"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Richard H. Kline - ""Camelot"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Robert Surtees - ""Doctor Dolittle"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Robert Surtees - ""The Graduate"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Conrad Hall - ""In Cold Blood"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Theadora Van Runkle - ""Bonnie and Clyde"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Bill Thomas - ""The Happiest Millionaire"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Irene Sharaff, Danilo Donati - ""The Taming of the Shrew"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Jean Louis - ""Thoroughly Modern Millie"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Arthur Penn - ""Bonnie and Clyde"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Stanley Kramer - ""Guess Who's Coming to Dinner"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Richard Brooks - ""In Cold Blood"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Norman Jewison - ""In the Heat of the Night"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Murray Lerner, Producer - ""Festival"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Carroll Ballard, Producer - ""Harvest"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Jack Le Vien, Producer - ""A King's Story"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"William C. Jersey, Producer - ""A Time for Burning"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Charles E. Guggenheim, Producer - ""Monument to the Dream"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Christopher Chapman, Producer - ""A Place to Stand"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Robert Fitchett, Producer - ""See You at the Pillar"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Carl V. Ragsdale, Producer - ""While I Run This Race"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Frank P. Keller - ""Beach Red"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Michael Luciano - ""The Dirty Dozen"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Samuel E. Beetley, Marjorie Fowler - ""Doctor Dolittle"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Robert C. Jones - ""Guess Who's Coming to Dinner"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Spain - ""El Amor Brujo"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Yugoslavia - ""I Even Met Happy Gypsies"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"France - ""Live for Life"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Japan - ""Portrait of Chieko"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Lalo Schifrin - ""Cool Hand Luke"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Leslie Bricusse - ""Doctor Dolittle"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Richard Rodney Bennett - ""Far from the Madding Crowd"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Quincy Jones - ""In Cold Blood"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Lionel Newman, Alexander Courage - ""Doctor Dolittle"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"DeVol - ""Guess Who's Coming to Dinner"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Andre Previn, Joseph Gershenson - ""Thoroughly Modern Millie"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"John Williams - ""Valley of the Dolls"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Music and Lyrics by Terry Gilkyson - ""The Jungle Book"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Music by Quincy Jones; Lyrics by Bob Russell - ""Banning"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Music by Burt Bacharach; Lyrics by Hal David - ""Casino Royale"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Music and Lyrics by James Van Heusen and Sammy Cahn - ""Thoroughly Modern Millie"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Warren Beatty, Producer - ""Bonnie and Clyde"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Arthur P. Jacobs, Producer - ""Doctor Dolittle"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Lawrence Turman, Producer - ""The Graduate"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Stanley Kramer, Producer - ""Guess Who's Coming to Dinner"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Jean-Charles Meunier, Producer - ""Hypothese Beta"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Robert Verrall and Wolf Koenig, Producers - ""What on Earth!"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Julian Biggs, Producer - ""Paddle to the Sea"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"John Ferno, Producer - ""Sky over Holland"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Len Janson and Chuck Menville, Producers - ""Stop, Look and Listen"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Warner Bros.-Seven Arts Studio Sound Department - ""Camelot"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Metro-Goldwyn-Mayer Studio Sound Department - ""The Dirty Dozen"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"20th Century-Fox Studio Sound Department - ""Doctor Dolittle"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Universal City Studio Sound Department - ""Thoroughly Modern Millie"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"James A. Richard - ""In the Heat of the Night"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Howard A. Anderson, Jr., Albert Whitlock - ""Tobruk"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Donn Pearce, Frank R. Pierson - ""Cool Hand Luke"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Calder Willingham, Buck Henry - ""The Graduate"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Joseph Strick, Fred Haines - ""Ulysses"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"David Newman, Robert Benton - ""Bonnie and Clyde"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Story by Robert Kaufman;  Screenplay by Norman Lear - ""Divorce American Style"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Jorge Semprun - ""La Guerre Est Finie"""
Oscar Awards 1968,output/pages/3097c460-41b9-46ce-9a5d-3eca4a3c6ada.html,"Frederic Raphael - ""Two for the Road"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Alan Arkin - ""The Russians Are Coming The Russians Are Coming"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Richard Burton - ""Who's Afraid of Virginia Woolf?"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Michael Caine - ""Alfie"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Steve McQueen - ""The Sand Pebbles"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Mako - ""The Sand Pebbles"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"James Mason - ""Georgy Girl"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"George Segal - ""Who's Afraid of Virginia Woolf?"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Robert Shaw - ""A Man for All Seasons"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Anouk Aimee - ""A Man and a Woman"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Ida Kaminska - ""The Shop on Main Street"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Lynn Redgrave - ""Georgy Girl"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Vanessa Redgrave - ""Morgan!"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Wendy Hiller - ""A Man for All Seasons"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Jocelyne Lagarde - ""Hawaii"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Vivien Merchant - ""Alfie"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Geraldine Page - ""You're a Big Boy Now"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Art Direction:  Robert Luthardt;  Set Decoration:  Edward G. Boyle - ""The Fortune Cookie"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Luigi Scaccianoce - ""The Gospel According to St. Matthew"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Art Direction:  Willy Holt;  Set Decoration:  Marc Frederix, Pierre Guffroy - ""Is Paris Burning?"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Art Direction:  George W. Davis, Paul Groesse;  Set Decoration:  Henry Grace, Hugh Hunt - ""Mister Buddwing"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  John McCarthy, John Austin - ""Gambit"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Piero Gherardi - ""Juliet of the Spirits"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Art Direction:  Hal Pereira, Arthur Lonergan;  Set Decoration:  Robert Benton, James Payne - ""The Oscar"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Art Direction:  Boris Leven;  Set Decoration:  Walter M. Scott, John Sturtevant, William Kiernan - ""The Sand Pebbles"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Joseph LaShelle - ""The Fortune Cookie"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Ken Higgins - ""Georgy Girl"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Marcel Grignon - ""Is Paris Burning?"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"James Wong Howe - ""Seconds"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Ernest Laszlo - ""Fantastic Voyage"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Russell Harlan - ""Hawaii"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Conrad Hall - ""The Professionals"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Joseph MacDonald - ""The Sand Pebbles"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Danilo Donati - ""The Gospel According to St. Matthew"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Danilo Donati - ""Mandragola"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Helen Rose - ""Mister Buddwing"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Jocelyn Rickards - ""Morgan!"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Jean Louis - ""Gambit"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Dorothy Jeakins - ""Hawaii"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Edith Head - ""The Oscar"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Michelangelo Antonioni - ""Blow-Up"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Claude Lelouch - ""A Man and a Woman"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Richard Brooks - ""The Professionals"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Mike Nichols - ""Who's Afraid of Virginia Woolf?"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Alfred R. Kelman, Producer - ""The Face of Genius"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Peter Jones and Tom Daly, Producers - ""Helicopter Canada"""
Oscar Awards 1967,output/pages/19253ffc-da12-4444-8562-89d63efd6d03.html,"Haroun Tazieff, Producer - ""Le Volcan Interdit (The Forbidden Volcano)"""
