year,link,name
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Russia - ""Leviathan"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Estonia - ""Tangerines"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Mauritania - ""Timbuktu"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Argentina - ""Wild Tales"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Bill Corso and Dennis Liddiard - ""Foxcatcher"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Elizabeth Yianni-Georgiou and David White - ""Guardians of the Galaxy"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Alexandre Desplat - ""The Imitation Game"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Hans Zimmer - ""Interstellar"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Gary Yershon - ""Mr. Turner"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Jóhann Jóhannsson - ""The Theory of Everything"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Music and Lyric by Shawn Patterson - ""The Lego Movie"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Music and Lyric by Diane Warren - ""Beyond the Lights"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Music and Lyric by Glen Campbell and Julian Raymond - ""Glen Campbell...I'll Be Me"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Music and Lyric by Gregg Alexander and Danielle Brisebois - ""Begin Again"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers - ""American Sniper"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Richard Linklater and Cathleen Sutherland, Producers - ""Boyhood"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson, Producers - ""The Grand Budapest Hotel"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman, Producers - ""The Imitation Game"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner, Producers - ""Selma"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten, Producers - ""The Theory of Everything"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Jason Blum, Helen Estabrook and David Lancaster, Producers - ""Whiplash"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Production Design: Maria Djurkovic; Set Decoration: Tatiana Macdonald - ""The Imitation Game"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Production Design: Nathan Crowley; Set Decoration: Gary Fettis - ""Interstellar"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Production Design: Dennis Gassner; Set Decoration: Anna Pinnock - ""Into the Woods"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Production Design: Suzie Davies; Set Decoration: Charlotte Watts - ""Mr. Turner"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Daisy Jacobs and Christopher Hees - ""The Bigger Picture"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Robert Kondo and Dice Tsutsumi - ""The Dam Keeper"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Torill Kove - ""Me and My Moulton"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Joris Oprins - ""A Single Life"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Oded Binnun and Mihal Brezis - ""Aya"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Michael Lennox and Ronan Blaney - ""Boogaloo and Graham"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Hu Wei and Julien Féret - ""Butter Lamp (La Lampe Au Beurre De Yak)"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Talkhon Hamzavi and Stefan Eichenberger - ""Parvaneh"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Martín Hernández and Aaron Glascock - ""Birdman or (The Unexpected Virtue of Ignorance)"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Brent Burge and Jason Canovas - ""The Hobbit: The Battle of the Five Armies"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Richard King - ""Interstellar"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Becky Sullivan and Andrew DeCristofaro - ""Unbroken"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"John Reitz, Gregg Rudloff and Walt Martin - ""American Sniper"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Jon Taylor, Frank A. Montaño and Thomas Varga - ""Birdman or (The Unexpected Virtue of Ignorance)"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Gary A. Rizzo, Gregg Landaker and Mark Weingarten - ""Interstellar"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Jon Taylor, Frank A. Montaño and David Lee - ""Unbroken"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Dan DeLeeuw, Russell Earl, Bryan Grill and Dan Sudick - ""Captain America: The Winter Soldier"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Joe Letteri, Dan Lemmon, Daniel Barrett and Erik Winquist - ""Dawn of the Planet of the Apes"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner and Paul Corbould - ""Guardians of the Galaxy"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Richard Stammers, Lou Pecora, Tim Crosbie and Cameron Waldbauer - ""X-Men: Days of Future Past"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Written by Jason Hall - ""American Sniper"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Written for the screen by Paul Thomas Anderson - ""Inherent Vice"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Screenplay by Anthony McCarten - ""The Theory of Everything"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Written by Damien Chazelle - ""Whiplash"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Written by Richard Linklater - ""Boyhood"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Written by E. Max Frye and Dan Futterman - ""Foxcatcher"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Screenplay by Wes Anderson; Story by Wes Anderson & Hugo Guinness - ""The Grand Budapest Hotel"""
Oscar Awards 2015,output/pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,"Written by Dan Gilroy - ""Nightcrawler"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Christian Bale - ""American Hustle"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Bruce Dern - ""Nebraska"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Leonardo DiCaprio - ""The Wolf of Wall Street"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Chiwetel Ejiofor - ""12 Years a Slave"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Barkhad Abdi - ""Captain Phillips"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Bradley Cooper - ""American Hustle"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Michael Fassbender - ""12 Years a Slave"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Jonah Hill - ""The Wolf of Wall Street"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Amy Adams - ""American Hustle"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Sandra Bullock - ""Gravity"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Judi Dench - ""Philomena"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Meryl Streep - ""August: Osage County"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Sally Hawkins - ""Blue Jasmine"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Jennifer Lawrence - ""American Hustle"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Julia Roberts - ""August: Osage County"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"June Squibb - ""Nebraska"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Chris Sanders, Kirk DeMicco and Kristine Belson - ""The Croods"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Chris Renaud, Pierre Coffin and Chris Meledandri - ""Despicable Me 2"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Benjamin Renner and Didier Brunner - ""Ernest & Celestine"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Hayao Miyazaki and Toshio Suzuki - ""The Wind Rises"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Philippe Le Sourd - ""The Grandmaster"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Bruno Delbonnel - ""Inside Llewyn Davis"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Phedon Papamichael - ""Nebraska"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Roger A. Deakins - ""Prisoners"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Michael Wilkinson - ""American Hustle"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"William Chang Suk Ping - ""The Grandmaster"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Michael O'Connor - ""The Invisible Woman"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Patricia Norris - ""12 Years a Slave"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"David O. Russell - ""American Hustle"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Alexander Payne - ""Nebraska"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Steve McQueen - ""12 Years a Slave"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Martin Scorsese - ""The Wolf of Wall Street"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Joshua Oppenheimer and Signe Byrge Sørensen - ""The Act of Killing"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Zachary Heinzerling and Lydia Dean Pilcher - ""Cutie and the Boxer"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Richard Rowley and Jeremy Scahill - ""Dirty Wars"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Jehane Noujaim and Karim Amer - ""The Square"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Jeffrey Karoff - ""CaveDigger"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Jason Cohen - ""Facing Fear"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Sara Ishaq - ""Karama Has No Walls"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Edgar Barens - ""Prison Terminal: The Last Days of Private Jack Hall"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Jay Cassidy, Crispin Struthers and Alan Baumgarten - ""American Hustle"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Christopher Rouse - ""Captain Phillips"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"John Mac McMurphy and Martin Pensa - ""Dallas Buyers Club"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Joe Walker - ""12 Years a Slave"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Belgium - ""The Broken Circle Breakdown"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Denmark - ""The Hunt"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Cambodia - ""The Missing Picture"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Palestine - ""Omar"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Stephen Prouty - ""Jackass Presents: Bad Grandpa"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Joel Harlow and Gloria Pasqua-Casny - ""The Lone Ranger"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"John Williams - ""The Book Thief"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"William Butler and Owen Pallett - ""Her"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Alexandre Desplat - ""Philomena"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Thomas Newman - ""Saving Mr. Banks"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Music by Bruce Broughton; Lyric by Dennis Spiegel - ""Alone Yet Not Alone"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Music and Lyric by Pharrell Williams - ""Despicable Me 2"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Music by Karen O; Lyric by Karen O and Spike Jonze - ""Her"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Music by Paul Hewson, Dave Evans, Adam Clayton and Larry Mullen; Lyric by Paul Hewson - ""Mandela: Long Walk to Freedom"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon, Producers - ""American Hustle"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Scott Rudin, Dana Brunetti and Michael De Luca, Producers - ""Captain Phillips"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Robbie Brenner and Rachel Winter, Producers - ""Dallas Buyers Club"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Alfonso Cuarón and David Heyman, Producers - ""Gravity"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Megan Ellison, Spike Jonze and Vincent Landay, Producers - ""Her"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Albert Berger and Ron Yerxa, Producers - ""Nebraska"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Gabrielle Tana, Steve Coogan and Tracey Seaward, Producers - ""Philomena"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers - ""The Wolf of Wall Street"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Production Design: Judy Becker; Set Decoration: Heather Loeffler - ""American Hustle"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Production Design: Andy Nicholson; Set Decoration: Rosie Goodwin and Joanne Woollard - ""Gravity"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Production Design: K.K. Barrett; Set Decoration: Gene Serdena - ""Her"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Production Design: Adam Stockhausen; Set Decoration: Alice Baker - ""12 Years a Slave"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Daniel Sousa and Dan Golden - ""Feral"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Lauren MacMullan and Dorothy McKim - ""Get a Horse!"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Shuhei Morita - ""Possessions"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Max Lang and Jan Lachauer - ""Room on the Broom"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Esteban Crespo - ""Aquel No Era Yo (That Wasn't Me)"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Xavier Legrand and Alexandre Gavras - ""Avant Que De Tout Perdre (Just before Losing Everything)"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Selma Vilhunen and Kirsikka Saari - ""Pitääkö Mun Kaikki Hoitaa? (Do I Have to Take Care of Everything?)"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Mark Gill and Baldwin Li - ""The Voorman Problem"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Steve Boeddeker and Richard Hymns - ""All Is Lost"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Oliver Tarney - ""Captain Phillips"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Brent Burge and Chris Ward - ""The Hobbit: The Desolation of Smaug"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Wylie Stateman - ""Lone Survivor"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Chris Burdon, Mark Taylor, Mike Prestwood Smith and Chris Munro - ""Captain Phillips"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Christopher Boyes, Michael Hedges, Michael Semanick and Tony Johnson - ""The Hobbit: The Desolation of Smaug"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Skip Lievsay, Greg Orloff and Peter F. Kurland - ""Inside Llewyn Davis"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Andy Koyama, Beau Borders and David Brownlow - ""Lone Survivor"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Joe Letteri, Eric Saindon, David Clayton and Eric Reynolds - ""The Hobbit: The Desolation of Smaug"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Christopher Townsend, Guy Williams, Erik Nash and Dan Sudick - ""Iron Man 3"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Tim Alexander, Gary Brozenich, Edson Williams and John Frazier - ""The Lone Ranger"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Roger Guyett, Patrick Tubach, Ben Grossmann and Burt Dalton - ""Star Trek Into Darkness"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Written by Richard Linklater, Julie Delpy, Ethan Hawke - ""Before Midnight"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Screenplay by Billy Ray - ""Captain Phillips"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Screenplay by Steve Coogan and Jeff Pope - ""Philomena"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Screenplay by Terence Winter - ""The Wolf of Wall Street"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Written by Eric Warren Singer and David O. Russell - ""American Hustle"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Written by Woody Allen - ""Blue Jasmine"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Written by Craig Borten & Melisa Wallack - ""Dallas Buyers Club"""
Oscar Awards 2014,output/pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,"Written by Bob Nelson - ""Nebraska"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Bradley Cooper - ""Silver Linings Playbook"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Hugh Jackman - ""Les Misérables"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Joaquin Phoenix - ""The Master"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Denzel Washington - ""Flight"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Alan Arkin - ""Argo"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Robert De Niro - ""Silver Linings Playbook"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Philip Seymour Hoffman - ""The Master"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Tommy Lee Jones - ""Lincoln"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Jessica Chastain - ""Zero Dark Thirty"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Emmanuelle Riva - ""Amour"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Quvenzhané Wallis - ""Beasts of the Southern Wild"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Naomi Watts - ""The Impossible"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Amy Adams - ""The Master"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Sally Field - ""Lincoln"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Helen Hunt - ""The Sessions"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Jacki Weaver - ""Silver Linings Playbook"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Tim Burton - ""Frankenweenie"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Sam Fell and Chris Butler - ""ParaNorman"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Peter Lord - ""The Pirates! Band of Misfits"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Rich Moore - ""Wreck-It Ralph"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Seamus McGarvey - ""Anna Karenina"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Robert Richardson - ""Django Unchained"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Janusz Kaminski - ""Lincoln"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Roger Deakins - ""Skyfall"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Paco Delgado - ""Les Misérables"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Joanna Johnston - ""Lincoln"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Eiko Ishioka - ""Mirror Mirror"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Colleen Atwood - ""Snow White and the Huntsman"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Michael Haneke - ""Amour"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Benh Zeitlin - ""Beasts of the Southern Wild"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Steven Spielberg - ""Lincoln"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"David O. Russell - ""Silver Linings Playbook"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Emad Burnat and Guy Davidi - ""5 Broken Cameras"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"Dror Moreh, Philippa Kowarsky and Estelle Fialon - ""The Gatekeepers"""
Oscar Awards 2013,output/pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,"David France and Howard Gertler - ""How to Survive a Plague"""
